"fixture_id","date","homeTeam","awayTeam","gameweek","round_id"
"688f4949bd4cf1cc53c2d582","May 9, 2026 at 08:00 PM","Brighton & Hove Albion","Wolverhampton Wanderers",36,"688f48debd4cf1cc53c2d44f"
"688f494cbd4cf1cc53c2d58b","May 9, 2026 at 08:00 PM","Fulham","AFC Bournemouth",36,"688f48debd4cf1cc53c2d44f"
"688f494cbd4cf1cc53c2d58c","May 9, 2026 at 08:00 PM","Crystal Palace","Everton",36,"688f48debd4cf1cc53c2d44f"
"688f4959bd4cf1cc53c2d5b2","May 9, 2026 at 08:00 PM","Sunderland","Manchester United",36,"688f48debd4cf1cc53c2d44f"
"688f4961bd4cf1cc53c2d5cc","May 9, 2026 at 08:00 PM","Burnley","Aston Villa",36,"688f48debd4cf1cc53c2d44f"
"688f4962bd4cf1cc53c2d5cd","May 9, 2026 at 08:00 PM","Liverpool","Chelsea",36,"688f48debd4cf1cc53c2d44f"
"688f4962bd4cf1cc53c2d5ce","May 9, 2026 at 08:00 PM","Manchester City","Brentford",36,"688f48debd4cf1cc53c2d44f"
"688f4963bd4cf1cc53c2d5d0","May 9, 2026 at 08:00 PM","Nottingham Forest","Newcastle United",36,"688f48debd4cf1cc53c2d44f"
"688f4963bd4cf1cc53c2d5d1","May 9, 2026 at 08:00 PM","Tottenham Hotspur","Leeds United",36,"688f48debd4cf1cc53c2d44f"
"688f4963bd4cf1cc53c2d5d2","May 9, 2026 at 08:00 PM","West Ham United","Arsenal",36,"688f48debd4cf1cc53c2d44f"
