"fixture_id","date","homeTeam","awayTeam","gameweek","round_id"
"688f4909bd4cf1cc53c2d4bb","August 23, 2025 at 01:00 AM","West Ham United","Chelsea",2,"688f48debd4cf1cc53c2d448"
"688f4908bd4cf1cc53c2d4b9","August 23, 2025 at 05:30 PM","Manchester City","Tottenham Hotspur",2,"688f48debd4cf1cc53c2d448"
"688f48eabd4cf1cc53c2d46f","August 23, 2025 at 08:00 PM","Burnley","Sunderland",2,"688f48debd4cf1cc53c2d448"
"688f4907bd4cf1cc53c2d4b6","August 23, 2025 at 08:00 PM","AFC Bournemouth","Wolverhampton Wanderers",2,"688f48debd4cf1cc53c2d448"
"688f4907bd4cf1cc53c2d4b7","August 23, 2025 at 08:00 PM","Newcastle United","Liverpool",2,"688f48debd4cf1cc53c2d448"
"688f4945bd4cf1cc53c2d576","August 23, 2025 at 08:00 PM","Brentford","Aston Villa",2,"688f48debd4cf1cc53c2d448"
"688f48edbd4cf1cc53c2d476","August 23, 2025 at 10:30 PM","Arsenal","Leeds United",2,"688f48debd4cf1cc53c2d448"
"688f4907bd4cf1cc53c2d4b5","August 24, 2025 at 07:00 PM","Everton","Brighton & Hove Albion",2,"688f48debd4cf1cc53c2d448"
"688f4947bd4cf1cc53c2d57c","August 24, 2025 at 07:00 PM","Crystal Palace","Nottingham Forest",2,"688f48debd4cf1cc53c2d448"
"688f4909bd4cf1cc53c2d4ba","August 24, 2025 at 09:30 PM","Fulham","Manchester United",2,"688f48debd4cf1cc53c2d448"
