"fixture_id","date","homeTeam","awayTeam","gameweek","round_id"
"688f491ebd4cf1cc53c2d4fa","January 31, 2026 at 09:00 PM","Aston Villa","Brentford",24,"688f48debd4cf1cc53c2d445"
"688f491ebd4cf1cc53c2d4fc","January 31, 2026 at 09:00 PM","Brighton & Hove Albion","Everton",24,"688f48debd4cf1cc53c2d445"
"688f491fbd4cf1cc53c2d4fd","January 31, 2026 at 09:00 PM","Leeds United","Arsenal",24,"688f48debd4cf1cc53c2d445"
"688f491fbd4cf1cc53c2d4fe","January 31, 2026 at 09:00 PM","Chelsea","West Ham United",24,"688f48debd4cf1cc53c2d445"
"688f491fbd4cf1cc53c2d4ff","January 31, 2026 at 09:00 PM","Sunderland","Burnley",24,"688f48debd4cf1cc53c2d445"
"688f4920bd4cf1cc53c2d500","January 31, 2026 at 09:00 PM","Liverpool","Newcastle United",24,"688f48debd4cf1cc53c2d445"
"688f4920bd4cf1cc53c2d501","January 31, 2026 at 09:00 PM","Nottingham Forest","Crystal Palace",24,"688f48debd4cf1cc53c2d445"
"688f4920bd4cf1cc53c2d502","January 31, 2026 at 09:00 PM","Manchester United","Fulham",24,"688f48debd4cf1cc53c2d445"
"688f4921bd4cf1cc53c2d504","January 31, 2026 at 09:00 PM","Tottenham Hotspur","Manchester City",24,"688f48debd4cf1cc53c2d445"
"688f4921bd4cf1cc53c2d505","January 31, 2026 at 09:00 PM","Wolverhampton Wanderers","AFC Bournemouth",24,"688f48debd4cf1cc53c2d445"
