"fixture_id","date","homeTeam","awayTeam","gameweek","round_id"
"688f48ecbd4cf1cc53c2d475","February 12, 2026 at 02:00 AM","Tottenham Hotspur","Newcastle United",26,"688f48debd4cf1cc53c2d44c"
"688f48eebd4cf1cc53c2d47b","February 12, 2026 at 02:00 AM","West Ham United","Manchester United",26,"688f48debd4cf1cc53c2d44c"
"688f4927bd4cf1cc53c2d516","February 12, 2026 at 02:00 AM","Aston Villa","Brighton & Hove Albion",26,"688f48debd4cf1cc53c2d44c"
"688f4927bd4cf1cc53c2d517","February 12, 2026 at 02:00 AM","Brentford","Arsenal",26,"688f48debd4cf1cc53c2d44c"
"688f4927bd4cf1cc53c2d518","February 12, 2026 at 02:00 AM","Nottingham Forest","Wolverhampton Wanderers",26,"688f48debd4cf1cc53c2d44c"
"688f4928bd4cf1cc53c2d519","February 12, 2026 at 02:00 AM","Chelsea","Leeds United",26,"688f48debd4cf1cc53c2d44c"
"688f4928bd4cf1cc53c2d51a","February 12, 2026 at 02:00 AM","Crystal Palace","Burnley",26,"688f48debd4cf1cc53c2d44c"
"688f4928bd4cf1cc53c2d51b","February 12, 2026 at 02:00 AM","Manchester City","Fulham",26,"688f48debd4cf1cc53c2d44c"
"688f492abd4cf1cc53c2d51f","February 12, 2026 at 02:00 AM","Everton","AFC Bournemouth",26,"688f48debd4cf1cc53c2d44c"
"688f4933bd4cf1cc53c2d53c","February 12, 2026 at 02:00 AM","Sunderland","Liverpool",26,"688f48debd4cf1cc53c2d44c"
