"fixture_id","date","homeTeam","awayTeam","gameweek","round_id"
"688f491abd4cf1cc53c2d4f0","February 7, 2026 at 09:00 PM","Wolverhampton Wanderers","Chelsea",25,"688f48debd4cf1cc53c2d453"
"688f4921bd4cf1cc53c2d503","February 7, 2026 at 09:00 PM","Arsenal","Sunderland",25,"688f48debd4cf1cc53c2d453"
"688f4923bd4cf1cc53c2d50b","February 7, 2026 at 09:00 PM","AFC Bournemouth","Aston Villa",25,"688f48debd4cf1cc53c2d453"
"688f4923bd4cf1cc53c2d50c","February 7, 2026 at 09:00 PM","Brighton & Hove Albion","Crystal Palace",25,"688f48debd4cf1cc53c2d453"
"688f4925bd4cf1cc53c2d510","February 7, 2026 at 09:00 PM","Burnley","West Ham United",25,"688f48debd4cf1cc53c2d453"
"688f4925bd4cf1cc53c2d511","February 7, 2026 at 09:00 PM","Fulham","Everton",25,"688f48debd4cf1cc53c2d453"
"688f4925bd4cf1cc53c2d512","February 7, 2026 at 09:00 PM","Liverpool","Manchester City",25,"688f48debd4cf1cc53c2d453"
"688f4926bd4cf1cc53c2d513","February 7, 2026 at 09:00 PM","Leeds United","Nottingham Forest",25,"688f48debd4cf1cc53c2d453"
"688f4926bd4cf1cc53c2d514","February 7, 2026 at 09:00 PM","Manchester United","Tottenham Hotspur",25,"688f48debd4cf1cc53c2d453"
"688f4926bd4cf1cc53c2d515","February 7, 2026 at 09:00 PM","Newcastle United","Brentford",25,"688f48debd4cf1cc53c2d453"
