"fixture_id","date","homeTeam","awayTeam","gameweek","round_id"
"688f494ebd4cf1cc53c2d590","May 24, 2026 at 09:00 PM","Liverpool","Brentford",38,"688f48debd4cf1cc53c2d43c"
"688f4966bd4cf1cc53c2d5d8","May 24, 2026 at 09:00 PM","Brighton & Hove Albion","Manchester United",38,"688f48debd4cf1cc53c2d43c"
"688f4966bd4cf1cc53c2d5d9","May 24, 2026 at 09:00 PM","Burnley","Wolverhampton Wanderers",38,"688f48debd4cf1cc53c2d43c"
"688f4966bd4cf1cc53c2d5da","May 24, 2026 at 09:00 PM","Crystal Palace","Arsenal",38,"688f48debd4cf1cc53c2d43c"
"688f4967bd4cf1cc53c2d5db","May 24, 2026 at 09:00 PM","Fulham","Newcastle United",38,"688f48debd4cf1cc53c2d43c"
"688f4967bd4cf1cc53c2d5dc","May 24, 2026 at 09:00 PM","Manchester City","Aston Villa",38,"688f48debd4cf1cc53c2d43c"
"688f4967bd4cf1cc53c2d5dd","May 24, 2026 at 09:00 PM","Nottingham Forest","AFC Bournemouth",38,"688f48debd4cf1cc53c2d43c"
"688f4967bd4cf1cc53c2d5de","May 24, 2026 at 09:00 PM","Sunderland","Chelsea",38,"688f48debd4cf1cc53c2d43c"
"688f4968bd4cf1cc53c2d5df","May 24, 2026 at 09:00 PM","Tottenham Hotspur","Everton",38,"688f48debd4cf1cc53c2d43c"
"688f4968bd4cf1cc53c2d5e0","May 24, 2026 at 09:00 PM","West Ham United","Leeds United",38,"688f48debd4cf1cc53c2d43c"
