"fixture_id","date","homeTeam","awayTeam","gameweek","round_id"
"688f4947bd4cf1cc53c2d57b","May 17, 2026 at 08:00 PM","Everton","Sunderland",37,"688f48debd4cf1cc53c2d437"
"688f494dbd4cf1cc53c2d58e","May 17, 2026 at 08:00 PM","Manchester United","Nottingham Forest",37,"688f48debd4cf1cc53c2d437"
"688f494dbd4cf1cc53c2d58f","May 17, 2026 at 08:00 PM","Newcastle United","West Ham United",37,"688f48debd4cf1cc53c2d437"
"688f494fbd4cf1cc53c2d595","May 17, 2026 at 08:00 PM","Leeds United","Brighton & Hove Albion",37,"688f48debd4cf1cc53c2d437"
"688f4962bd4cf1cc53c2d5cf","May 17, 2026 at 08:00 PM","Brentford","Crystal Palace",37,"688f48debd4cf1cc53c2d437"
"688f4964bd4cf1cc53c2d5d3","May 17, 2026 at 08:00 PM","Arsenal","Burnley",37,"688f48debd4cf1cc53c2d437"
"688f4964bd4cf1cc53c2d5d4","May 17, 2026 at 08:00 PM","Aston Villa","Liverpool",37,"688f48debd4cf1cc53c2d437"
"688f4964bd4cf1cc53c2d5d5","May 17, 2026 at 08:00 PM","AFC Bournemouth","Manchester City",37,"688f48debd4cf1cc53c2d437"
"688f4965bd4cf1cc53c2d5d6","May 17, 2026 at 08:00 PM","Chelsea","Tottenham Hotspur",37,"688f48debd4cf1cc53c2d437"
"688f4965bd4cf1cc53c2d5d7","May 17, 2026 at 08:00 PM","Wolverhampton Wanderers","Fulham",37,"688f48debd4cf1cc53c2d437"
